Service Request (SR) Number,SR Description,Method Received,SR Status,Status Change Date,Created Date,Last Update Date,Close Date,SR Location,Street Number,Street Name,City,Zip Code,County,State Plane X Coordinate,State Plane Y Coordinate,Latitude Coordinate,Longitude Coordinate,(Latitude.Longitude),Council District,Map Page,Map Tile
23-00015263,Coyote Complaints,Phone,Closed,01/12/2023 02:20:51 PM,01/11/2023 09:35:37 PM,01/12/2023 02:20:51 PM,01/12/2023 02:20:51 PM,"EVEREST LN & ARROWWOOD DR, AUSTIN, TX",,EVEREST LN & ARROWWOOD DR,AUSTIN,78727,TRAVIS,3118049.17406391,10126051.33992900,30.41983162,-97.72687107,"(30.41983162, -97.72687107)",7,465Q,MK35
24-00095352,Animal Protection - Coyote Complaints,Phone,Closed,03/20/2024 10:42:16 AM,03/19/2024 02:01:08 PM,03/20/2024 10:42:16 AM,03/20/2024 10:42:16 AM,"1304 SUMMER OAKS DR, AUSTIN, TX 78704",1304,SUMMER OAKS,AUSTIN,78704,TRAVIS,3103614.00105718,10056924.60106890,30.23073283,-97.7776948,"(30.23073283, -97.7776948)",5,614X,MG19
24-00095367,Animal Protection - Coyote Complaints,Phone,Closed,03/20/2024 11:27:51 AM,03/19/2024 02:08:08 PM,03/20/2024 11:27:51 AM,03/20/2024 11:27:51 AM,"9707 ANDERSON MILL RD 100, AUSTIN, TX 78750",9707,ANDERSON MILL,AUSTIN,78750,WILLIAMSON,3096855.28160764,10135679.93943830,30.44764731,-97.79339691,"(30.44764731, -97.79339691)",6,433V,MF37
24-00095456,Animal Protection - Coyote Complaints,Phone,Closed,03/20/2024 11:55:07 AM,03/19/2024 02:58:46 PM,03/20/2024 11:55:07 AM,03/20/2024 11:55:07 AM,"1000 REBBECA DR, AUSTIN, TX 78758",1000,REBBECA,AUSTIN,78758,TRAVIS,3130738.92024001,10114843.68638640,30.38819991,-97.687468,"(30.38819991, -97.687468)",7,496L,MM32
23-00135093,Coyote Complaints,Phone,Closed,03/07/2023 10:51:15 AM,03/05/2023 05:34:23 PM,03/07/2023 10:51:15 AM,03/07/2023 10:51:15 AM,"4417 DUDLEY DR, AUSTIN, TX 78735",4417,DUDLEY,AUSTIN,78735,TRAVIS,3094465.50213689,10058646.00098970,30.23603931,-97.80653169,"(30.23603931, -97.80653169)",5,613U,MF19
23-00190260,Animal Protection - Coyote Complaints,Phone,Closed,04/10/2023 03:42:20 PM,04/09/2023 02:00:24 PM,04/10/2023 03:42:20 PM,04/10/2023 03:42:20 PM,"4301 SHOAL CREEK BLVD, AUSTIN, TX 78756",4301,SHOAL CREEK,AUSTIN,78756,TRAVIS,3112499.50244312,10087806.00096310,30.3150568,-97.74729401,"(30.3150568, -97.74729401)",10,555J,MJ26
23-00024961,Coyote Complaints,Phone,Closed,01/20/2023 12:27:49 PM,01/19/2023 08:16:00 AM,01/20/2023 12:27:49 PM,01/20/2023 12:27:49 PM,"2310 BLISS SPILLAR RD, AUSTIN, TX 78652",2310,BLISS SPILLAR,AUSTIN,78652,TRAVIS,3079956.75040194,10022725.00047130,30.13819431,-97.85499786,"(30.13819431, -97.85499786)",,702P,MC11
22-00448363,Coyote Complaints,Phone,Closed,12/03/2022 06:28:47 PM,12/03/2022 02:48:47 PM,12/03/2022 06:28:47 PM,12/03/2022 06:28:47 PM,"10005 BILBROOK PL, AUSTIN, TX 78748",10005,BILBROOK,AUSTIN,78748,TRAVIS,3091562.75233611,10033632.00130970,30.16745997,-97.81751247,"(30.16745997, -97.81751247)",5,673T,ME13
23-00253993,Animal Protection - Coyote Complaints,Phone,Closed,05/19/2023 11:45:36 AM,05/18/2023 02:31:22 PM,05/19/2023 11:45:36 AM,05/19/2023 11:45:36 AM,"4406 SILVERSTONE DR, AUSTIN, TX 78744",4406,SILVERSTONE,AUSTIN,78744,TRAVIS,3109040.00146278,10037083.00001470,30.17584754,-97.76197042,"(30.17584754, -97.76197042)",2,674L,MH14
19-00376493,Coyote Complaints,Phone,Closed,10/01/2019 12:03:07 PM,10/01/2019 10:43:00 AM,10/01/2019 12:03:07 PM,10/01/2019 12:03:07 PM,"5010 S CONGRESS AVE, AUSTIN, TX 78745",5010,CONGRESS,AUSTIN,78745,TRAVIS,3105796.84847595,10050127.84518590,30.2119115,-97.77128041,"(30.2119115, -97.77128041)",3,644K,MG17
23-00069823,Coyote Complaints,Phone,Closed,02/09/2023 02:05:41 PM,02/07/2023 06:24:47 PM,02/09/2023 02:05:41 PM,02/09/2023 02:05:41 PM,"1007 E 9TH ST, AUSTIN, TX 78702",1007,9TH,AUSTIN,78702,TRAVIS,3118141.00109450,10070603.00168140,30.26740666,-97.73069528,"(30.26740666, -97.73069528)",1,585X,MJ22
22-00353152,Coyote Complaints,Phone,Closed,09/26/2022 02:32:43 PM,09/22/2022 02:27:37 PM,09/26/2022 02:32:43 PM,09/26/2022 02:32:43 PM,"3708 SOUTHRIDGE DR, AUSTIN, TX 78704",3708,SOUTHRIDGE,AUSTIN,78704,TRAVIS,3103618.25205945,10057385.00159380,30.23199814,-97.77764785,"(30.23199814, -97.77764785)",5,614X,MG19
22-00353933,Coyote Complaints,Phone,Closed,09/26/2022 12:56:00 PM,09/23/2022 07:25:34 AM,09/26/2022 12:56:01 PM,09/26/2022 12:56:00 PM,"11612 RIVER OAKS TRL, AUSTIN, TX 78753",11612,RIVER OAKS,AUSTIN,78753,TRAVIS,3136917.44390824,10112262.27154490,30.38069854,-97.6680739,"(30.38069854, -97.6680739)",1,496R,MM32
22-00355695,Coyote Complaints,Phone,Closed,09/26/2022 02:44:50 PM,09/24/2022 10:26:06 AM,09/26/2022 02:44:50 PM,09/26/2022 02:44:50 PM,"726 MALTESE CROSS DR, AUSTIN, TX 78748",726,MALTESE CROSS,AUSTIN,78748,TRAVIS,3092354.75304795,10029463.00061950,30.1559507,-97.81530552,"(30.1559507, -97.81530552)",5,703B,ME12
23-00133980,Coyote Complaints,Phone,Closed,03/08/2023 01:03:08 PM,03/04/2023 06:59:31 PM,03/08/2023 01:03:08 PM,03/08/2023 01:03:08 PM,"4600 BROADHILL DR, AUSTIN, TX 78723",4600,BROADHILL,AUSTIN,78723,TRAVIS,3135064.49863642,10078026.00051370,30.28671126,-97.67654147,"(30.28671126, -97.67654147)",1,586H,MM24
23-00205614,Animal Protection - Coyote Complaints,Phone,Closed,04/19/2023 10:16:46 AM,04/19/2023 08:24:33 AM,04/19/2023 10:16:46 AM,04/19/2023 10:16:46 AM,"8912 BRIARDALE DR, AUSTIN, TX 78758",8912,BRIARDALE,AUSTIN,78758,TRAVIS,3122447.99837196,10106500.99846050,30.36580663,-97.71437916,"(30.36580663, -97.71437916)",4,525D,MK30
23-00133796,Coyote Complaints,Phone,Closed,03/07/2023 02:19:45 PM,03/04/2023 04:56:16 PM,03/07/2023 02:19:45 PM,03/07/2023 02:19:45 PM,"405 WOLVERTON DR, AUSTIN, TX 78745",405,WOLVERTON,AUSTIN,78745,TRAVIS,3107739.25017892,10049781.00238530,30.21083494,-97.76515809,"(30.21083494, -97.76515809)",3,644L,MH17
22-00393193,Coyote Complaints,Phone,Closed,10/24/2022 01:26:16 PM,10/21/2022 09:53:02 AM,10/24/2022 01:26:16 PM,10/24/2022 01:26:16 PM,"2401 FERGUSON LN, AUSTIN, TX 78754",2401,FERGUSON,AUSTIN,78754,TRAVIS,3138086.26201383,10098349.67494420,30.34237836,-97.6654263,"(30.34237836, -97.6654263)",1,527S,MN28
22-00395444,Coyote Complaints,Phone,Closed,10/24/2022 12:46:58 PM,10/23/2022 12:24:09 AM,10/24/2022 12:46:58 PM,10/24/2022 12:46:58 PM,"WARFIELD WAY & MERRILLTOWN DR, AUSTIN, TX",,WARFIELD WAY & MERRILLTOWN DR,AUSTIN,78728,TRAVIS,3131610.24973937,10133809.99884790,30.44027805,-97.68327238,"(30.44027805, -97.68327238)",,436Y,MM37
22-00335204,Coyote Complaints,Phone,Closed,10/05/2022 09:49:42 AM,09/10/2022 03:12:55 PM,10/05/2022 09:49:43 AM,10/05/2022 09:49:42 AM,"11302 TATERWOOD DR, AUSTIN, TX 78750",11302,TATERWOOD,AUSTIN,78750,TRAVIS,3090818.25154389,10134195.99692380,30.44394564,-97.8126576,"(30.44394564, -97.8126576)",6,433U,MF37
22-00341769,Coyote Complaints,Phone,Closed,10/05/2022 10:26:08 AM,09/15/2022 08:30:20 AM,10/05/2022 10:26:08 AM,10/05/2022 10:26:08 AM,"500 E ANNIE ST, AUSTIN, TX 78704",500,ANNIE,AUSTIN,78704,TRAVIS,3113222.24719345,10062405.00137350,30.24518708,-97.74687565,"(30.24518708, -97.74687565)",9,615J,MJ20
22-00365176,Coyote Complaints,Phone,Closed,10/05/2022 11:47:34 AM,10/01/2022 07:14:35 AM,10/05/2022 11:47:34 AM,10/05/2022 11:47:34 AM,"5400 FORT BENTON DR, AUSTIN, TX 78735",5400,FORT BENTON,AUSTIN,78735,TRAVIS,3070222.73036109,10065755.02069320,30.25707242,-97.88278467,"(30.25707242, -97.88278467)",8,611D,MB21
22-00366240,Coyote Complaints,Phone,Closed,10/05/2022 11:56:36 AM,10/02/2022 08:55:22 AM,10/05/2022 11:56:36 AM,10/05/2022 11:56:36 AM,"1145 GUNTER ST, AUSTIN, TX 78721",1145,GUNTER,AUSTIN,78721,TRAVIS,3129232.01854024,10072537.43822270,30.27200584,-97.69542749,"(30.27200584, -97.69542749)",1,586T,ML22
22-00366861,Coyote Complaints,Phone,Closed,10/05/2022 12:26:50 PM,10/03/2022 12:20:39 AM,10/05/2022 12:26:50 PM,10/05/2022 12:26:50 PM,"3606 ABBATE CIR, AUSTIN, TX 78721",3606,ABBATE,AUSTIN,78721,TRAVIS,3129600.49742952,10072854.00269000,30.27285199,-97.69423677,"(30.27285199, -97.69423677)",1,586T,ML22
22-00368877,Coyote Complaints,Phone,Closed,10/05/2022 12:14:47 PM,10/04/2022 10:17:24 AM,10/05/2022 12:14:47 PM,10/05/2022 12:14:47 PM,"10801 SANS SOUCI PL, AUSTIN, TX 78759",10801,SANS SOUCI,AUSTIN,78759,TRAVIS,3106187.49872135,10123987.99788040,30.41491836,-97.76464513,"(30.41491836, -97.76464513)",10,464Q,MH35
22-00396984,Coyote Complaints,Phone,Closed,10/24/2022 05:03:55 PM,10/24/2022 12:12:04 PM,10/24/2022 05:03:55 PM,10/24/2022 05:03:55 PM,"1515 DAPPLEGREY LN, AUSTIN, TX 78727",1515,DAPPLEGREY,AUSTIN,78727,TRAVIS,3131288.43862256,10123773.95114110,30.41271173,-97.68505141,"(30.41271173, -97.68505141)",7,466U,MM34
22-00397240,Coyote Complaints,Mobile Device,Closed,10/24/2022 03:09:01 PM,10/24/2022 02:18:40 PM,10/24/2022 03:09:01 PM,10/24/2022 03:09:01 PM,"8721 DEER HAVEN RD, AUSTIN, TX 78737",8721,DEER HAVEN,AUSTIN,78737,TRAVIS,3062958.25168926,10054428.00189770,30.22637314,-97.90657059,"(30.22637314, -97.90657059)",,641A,MA18
22-00409758,Coyote Complaints,Phone,Closed,11/02/2022 04:41:28 PM,11/02/2022 08:34:53 AM,11/02/2022 04:41:28 PM,11/02/2022 04:41:28 PM,"CIRCLE DR & REDBUD TRL, SAN LEANNA, TX",,CIRCLE DR & REDBUD TRL,SAN LEANNA,78748,TRAVIS,3091608.50027668,10026612.00298290,30.14816012,-97.81787001,"(30.14816012, -97.81787001)",,703F,ME12
23-00025142,Coyote Complaints,Phone,Closed,01/20/2023 12:58:04 PM,01/19/2023 09:58:22 AM,01/20/2023 12:58:04 PM,01/20/2023 12:58:04 PM,"OAK CREST AVE & TERRELL HILL DR, AUSTIN, TX",,OAK CREST AVE & TERRELL HILL DR,AUSTIN,78704,TRAVIS,3107279.25049852,10059162.00013480,30.23665107,-97.7659286,"(30.23665107, -97.7659286)",3,614U,MH19
23-00025935,Coyote Complaints,Phone,Closed,01/20/2023 12:42:59 PM,01/19/2023 04:17:45 PM,01/20/2023 12:42:59 PM,01/20/2023 12:42:59 PM,"16500 YELLOW SAGE 2803, PFLUGERVILLE, TX 78660",16500,YELLOW SAGE,PFLUGERVILLE,78660,TRAVIS,3145595.98946081,10139007.00785890,30.45363992,-97.63850466,"(30.45363992, -97.63850466)",,437Q,MP38
22-00345762,Coyote Complaints,Phone,Closed,03/17/2023 01:37:21 PM,09/17/2022 07:47:46 PM,03/17/2023 01:37:22 PM,03/17/2023 01:37:21 PM,"8204 ALCORN CIR, AUSTIN, TX 78748",8204,ALCORN,AUSTIN,78748,TRAVIS,3098640.25293683,10038417.00115610,30.1801712,-97.79477699,"(30.1801712, -97.79477699)",2,673H,MF15
22-00345793,Coyote Complaints,Phone,Closed,09/19/2022 11:55:35 AM,09/17/2022 08:31:25 PM,09/19/2022 11:55:35 AM,09/19/2022 11:55:35 AM,"8100 KIRKHAM DR, AUSTIN, TX 78736",8100,KIRKHAM,AUSTIN,78736,TRAVIS,3067509.25146824,10058505.00234640,30.23730672,-97.89188095,"(30.23730672, -97.89188095)",8,611U,MB19
19-00377135,Coyote Complaints,Phone,Closed,10/02/2019 10:19:34 AM,10/01/2019 04:26:30 PM,10/02/2019 10:19:34 AM,10/02/2019 10:19:34 AM,"1318 NEWNING AVE, AUSTIN, TX 78704",1318,NEWNING,AUSTIN,78704,TRAVIS,3113908.11045849,10063930.19543070,30.24933574,-97.74459177,"(30.24933574, -97.74459177)",9,615J,MJ20
19-00377464,Coyote Complaints,Phone,Closed,10/02/2019 09:55:23 AM,10/01/2019 08:49:49 PM,10/02/2019 09:55:23 AM,10/02/2019 09:55:23 AM,"2215 POST RD, AUSTIN, TX 78704",2215,POST,AUSTIN,78704,TRAVIS,3111779.24861705,10060497.00061440,30.24003445,-97.75158449,"(30.24003445, -97.75158449)",9,614R,MH20
23-00137533,Coyote Complaints,Phone,Closed,03/07/2023 02:34:52 PM,03/06/2023 06:57:36 PM,03/07/2023 02:34:52 PM,03/07/2023 02:34:52 PM,"614 FAIRFIELD LN, AUSTIN, TX 78751",614,FAIRFIELD,AUSTIN,78751,TRAVIS,3121255.49966323,10086326.00248130,30.31042589,-97.7196623,"(30.31042589, -97.7196623)",9,555Q,MK26
22-00435641,Coyote Complaints,Phone,Closed,11/23/2022 10:19:30 AM,11/22/2022 05:20:16 PM,11/23/2022 10:19:30 AM,11/23/2022 10:19:30 AM,"8505 SHOAL CREEK BLVD, AUSTIN, TX 78757",8505,SHOAL CREEK,AUSTIN,78757,TRAVIS,3115178.74897972,10107896.99843250,30.37011249,-97.73731946,"(30.37011249, -97.73731946)",7,495X,MJ31
22-00436320,Coyote Complaints,Phone,Closed,11/23/2022 12:14:02 PM,11/23/2022 11:48:05 AM,11/23/2022 12:14:02 PM,11/23/2022 12:14:02 PM,"12600 PICKET ROPE LN, AUSTIN, TX 78727",12600,PICKET ROPE,AUSTIN,78727,TRAVIS,3130706.15224185,10124220.90569500,30.41397843,-97.68686442,"(30.41397843, -97.68686442)",7,466U,MM34
22-00336189,Coyote Complaints,Phone,Closed,09/12/2022 12:37:53 PM,09/11/2022 04:21:27 PM,09/12/2022 12:37:53 PM,09/12/2022 12:37:53 PM,"12604 MC NELLY TRL, AUSTIN, TX 78732",12604,MC NELLY,AUSTIN,78732,TRAVIS,3066847.50058564,10110209.99958240,30.37948029,-97.89038058,"(30.37948029, -97.89038058)",,491Q,MB32
23-00255858,Animal Protection - Coyote Complaints,Phone,Closed,05/22/2023 08:21:04 AM,05/19/2023 03:02:45 PM,05/22/2023 08:21:04 AM,05/22/2023 08:21:04 AM,"7707 N IH 35 SVRD NB, AUSTIN, TX 78752",7707,IH 35 SVRD,AUSTIN,78752,TRAVIS,3127357.96899703,10096780.48991870,30.33876783,-97.69954433,"(30.33876783, -97.69954433)",4,526S,ML28
22-00478133,Coyote Complaints,Phone,Closed,12/27/2022 02:19:43 PM,12/27/2022 01:45:18 PM,12/27/2022 02:19:43 PM,12/27/2022 02:19:43 PM,"14705 GREAT WILLOW DR, AUSTIN, TX 78728",14705,GREAT WILLOW,AUSTIN,78728,TRAVIS,3132404.24809883,10135516.99894430,30.44491827,-97.68062432,"(30.44491827, -97.68062432)",,436U,MM37
22-00411581,Coyote Complaints,Phone,Closed,11/04/2022 12:32:08 PM,11/03/2022 10:32:34 AM,11/04/2022 12:32:08 PM,11/04/2022 12:32:08 PM,"4904 SMOKEY VALLEY A, AUSTIN, TX 78731",4904,SMOKEY VALLEY,AUSTIN,78731,TRAVIS,3101726.92077917,10104704.40768740,30.36219244,-97.7801965,"(30.36219244, -97.7801965)",10,524B,MG30
23-00010585,Coyote Complaints,Phone,Closed,01/09/2023 10:06:50 AM,01/09/2023 09:37:42 AM,01/09/2023 10:06:50 AM,01/09/2023 10:06:50 AM,"9001 N FM 620 RD, AUSTIN, TX 78726",9001,620,Austin,78726,TRAVIS,3081783.68102219,10128795.44910090,30.42965962,-97.84170495,"(30.42965962, -97.84170495)",10,462H,MD36
19-00376911,Coyote Complaints,Phone,Closed,10/03/2019 09:57:07 AM,10/01/2019 02:32:45 PM,10/03/2019 09:57:07 AM,10/03/2019 09:57:07 AM,"205 PARK LN, AUSTIN, TX 78704",205,PARK,AUSTIN,78704,TRAVIS,3112789.95425792,10063979.75888240,30.24954347,-97.74812843,"(30.24954347, -97.74812843)",9,615J,MJ20
19-00379375,Coyote Complaints,Phone,Closed,10/03/2019 09:08:58 AM,10/03/2019 08:47:17 AM,10/03/2019 09:08:57 AM,10/03/2019 09:08:58 AM,"18245 LURA LN, JONESTOWN, TX 78645",18245,LURA,JONESTOWN,78645,TRAVIS,3055676.95162080,10149747.26685410,30.48883644,-97.92308118,"(30.48883644, -97.92308118)",,400R,WZ41
23-00026054,Coyote Complaints,Phone,Closed,01/23/2023 12:31:55 PM,01/19/2023 05:46:30 PM,01/23/2023 12:31:55 PM,01/23/2023 12:31:55 PM,"7415 SOUTHWEST PKWY, AUSTIN, TX 78735",7415,SOUTHWEST,AUSTIN,78735,TRAVIS,3074818.22605486,10065451.51407900,30.25595894,-97.86825422,"(30.25595894, -97.86825422)",8,612E,MC21
23-00027191,Coyote Complaints,Phone,Closed,01/23/2023 12:28:52 PM,01/20/2023 01:51:27 PM,01/23/2023 12:28:52 PM,01/23/2023 12:28:52 PM,"5301 SOUTHWEST PKWY, AUSTIN, TX 78735",5301,SOUTHWEST,AUSTIN,78735,TRAVIS,3082976.23340900,10061378.60688940,30.24426331,-97.84271092,"(30.24426331, -97.84271092)",8,612R,MD20
23-00029656,Coyote Complaints,Phone,Closed,01/23/2023 11:49:32 AM,01/22/2023 06:16:59 PM,01/23/2023 11:49:32 AM,01/23/2023 11:49:32 AM,"6818 HERGOTZ LN, AUSTIN, TX 78742",6818,HERGOTZ,AUSTIN,78742,TRAVIS,3134502.24763321,10063245.00163080,30.24611805,-97.67943946,"(30.24611805, -97.67943946)",,616L,MM20
23-00031454,Coyote Complaints,Phone,Closed,01/24/2023 01:40:28 PM,01/23/2023 11:48:39 PM,01/24/2023 01:40:28 PM,01/24/2023 01:40:28 PM,"12805 CAPE MAY LN, AUSTIN, TX 78750",12805,CAPE MAY,AUSTIN,78750,WILLIAMSON,3094681.86235634,10141473.98243350,30.4637108,-97.79987387,"(30.4637108, -97.79987387)",6,433H,MF39
23-00028034,Coyote Complaints,Phone,Closed,01/24/2023 01:19:14 PM,01/21/2023 06:12:40 AM,01/24/2023 01:19:14 PM,01/24/2023 01:19:14 PM,"722 PARK BLVD, AUSTIN, TX 78751",722,PARK,AUSTIN,78751,TRAVIS,3120249.99926658,10083400.00252690,30.3024477,-97.72306547,"(30.3024477, -97.72306547)",9,555Y,MK25
23-00030517,Coyote Complaints,Phone,Closed,01/24/2023 09:53:44 AM,01/23/2023 12:37:17 PM,01/24/2023 09:53:44 AM,01/24/2023 09:53:44 AM,"5350 BURNET RD, AUSTIN, TX 78756",5350,BURNET,AUSTIN,78756,TRAVIS,3114550.75105753,10092409.99903300,30.32758124,-97.74045488,"(30.32758124, -97.74045488)",7,555A,MJ27
23-00031344,Coyote Complaints,Phone,Closed,01/24/2023 08:23:04 AM,01/23/2023 07:42:58 PM,01/24/2023 08:23:04 AM,01/24/2023 08:23:04 AM,"EL SALIDO PKWY & FENCE POST TRL, AUSTIN, TX",,EL SALIDO PKWY & FENCE POST TRL,AUSTIN,78750,WILLIAMSON,3088414.75177189,10138493.99768920,30.45590997,-97.81997489,"(30.45590997, -97.81997489)",6,433K,ME38
22-00475321,Coyote Complaints,Phone,Closed,12/28/2022 01:51:30 PM,12/24/2022 06:55:03 PM,12/28/2022 01:51:30 PM,12/28/2022 01:51:30 PM,"4825 DAVIS LN, AUSTIN, TX 78749",4825,DAVIS,AUSTIN,78749,TRAVIS,3077928.04121149,10046760.45118460,30.20438919,-97.85972332,"(30.20438919, -97.85972332)",8,642P,MC17
22-00475761,Coyote Complaints,Phone,Closed,12/28/2022 01:42:31 PM,12/25/2022 09:13:21 AM,12/28/2022 01:42:31 PM,12/28/2022 01:42:31 PM,"HOLLY ST & CHICON ST, AUSTIN, TX",,HOLLY ST & CHICON ST,AUSTIN,78702,TRAVIS,3119646.74948373,10065586.00070600,30.25351882,-97.72629933,"(30.25351882, -97.72629933)",3,615G,MK21
22-00475793,Coyote Complaints,Phone,Closed,12/28/2022 01:51:31 PM,12/25/2022 09:45:11 AM,12/28/2022 01:51:31 PM,12/28/2022 01:51:31 PM,"3014 W WILLIAM CANNON DR, AUSTIN, TX 78745",3014,WILLIAM CANNON,Austin,78745,TRAVIS,3089866.97923067,10049092.53812290,30.21006434,-97.82177268,"(30.21006434, -97.82177268)",5,643K,ME17
23-00075269,Coyote Complaints,Phone,Closed,02/10/2023 02:16:48 PM,02/09/2023 01:10:19 AM,02/10/2023 02:16:48 PM,02/10/2023 02:16:48 PM,"10010 ANDERSON MILL RD, AUSTIN, TX 78750",10010,ANDERSON MILL,AUSTIN,78750,WILLIAMSON,3094982.44079256,10135595.05760180,30.44753141,-97.79934508,"(30.44753141, -97.79934508)",6,433V,MF37
23-00030366,Coyote Complaints,Phone,Closed,01/26/2023 02:08:40 PM,01/23/2023 11:28:55 AM,01/26/2023 02:08:40 PM,01/26/2023 02:08:40 PM,"ARROYO SECO & W KOENIG LN, AUSTIN, TX",,ARROYO SECO & W KOENIG LN,AUSTIN,78756,TRAVIS,3116335.88005714,10094185.80814430,30.33234816,-97.73466677,"(30.33234816, -97.73466677)",7,525X,MJ28
23-00032753,Coyote Complaints,Phone,Closed,01/26/2023 07:59:52 AM,01/24/2023 10:08:08 PM,01/26/2023 07:59:52 AM,01/26/2023 07:59:52 AM,"DANWOOD DR & BARRINGTON WAY, AUSTIN, TX",,DANWOOD DR & BARRINGTON WAY,AUSTIN,78759,TRAVIS,3103357.00063818,10129372.99888820,30.42990047,-97.77322934,"(30.42990047, -97.77322934)",10,464F,MG36
23-00087303,Coyote Complaints,Phone,Closed,02/14/2023 12:36:59 PM,02/13/2023 06:27:32 AM,02/14/2023 12:36:59 PM,02/14/2023 12:36:59 PM,"HUNTERS TRCE & COLONY CREEK DR, AUSTIN, TX",,HUNTERS TRCE & COLONY CREEK DR,AUSTIN,78758,TRAVIS,3123414.24936798,10106757.99973520,30.36645051,-97.71129695,"(30.36645051, -97.71129695)",4,525D,MK30
22-00255431,Coyote Complaints,Phone,Closed,12/05/2022 11:25:10 AM,07/17/2022 10:53:03 AM,12/05/2022 11:25:11 AM,12/05/2022 11:25:10 AM,"7507 SCENIC BROOK DR, AUSTIN, TX 78736",7507,SCENIC BROOK,AUSTIN,78736,TRAVIS,3066592.75172831,10058135.00164860,30.23634489,-97.89480817,"(30.23634489, -97.89480817)",8,611U,MB19
22-00445791,Coyote Complaints,Phone,Closed,12/05/2022 01:07:45 PM,12/01/2022 02:14:34 PM,12/05/2022 01:07:45 PM,12/05/2022 01:07:45 PM,"2012 JESSE E SEGOVIA ST, AUSTIN, TX 78702",2012,JESSE E SEGOVIA,AUSTIN,78702,TRAVIS,3119951.47374261,10064407.40266510,30.25025941,-97.72542198,"(30.25025941, -97.72542198)",3,615G,MK21
22-00448916,Coyote Complaints,Phone,Closed,12/05/2022 11:18:56 AM,12/04/2022 08:38:48 AM,12/05/2022 11:18:56 AM,12/05/2022 11:18:56 AM,"400 JUNIPER RD, WEST LAKE HILLS, TX 78746",400,JUNIPER,WEST LAKE HILL,78746,TRAVIS,3089462.50253069,10080457.00200430,30.2963068,-97.82081038,"(30.2963068, -97.82081038)",,583B,ME24
23-00030581,Coyote Complaints,Phone,Closed,01/27/2023 12:42:58 PM,01/23/2023 01:00:40 PM,01/27/2023 12:42:58 PM,01/27/2023 12:42:58 PM,"5341 BURNET RD, AUSTIN, TX 78756",5341,BURNET,AUSTIN,78756,TRAVIS,3114820.25257186,10092570.80781200,30.32800601,-97.73958901,"(30.32800601, -97.73958901)",7,555B,MJ27
23-00032752,Coyote Complaints,Phone,Closed,01/27/2023 12:36:57 PM,01/24/2023 10:03:26 PM,01/27/2023 12:36:57 PM,01/27/2023 12:36:57 PM,"JAMESBOROUGH ST & HILLVIEW RD, AUSTIN, TX",,JAMESBOROUGH ST & HILLVIEW RD,AUSTIN,78703,TRAVIS,3106980.25137693,10085796.99744580,30.30988589,-97.76492798,"(30.30988589, -97.76492798)",10,554Q,MH26
23-00035455,Coyote Complaints,Phone,Closed,01/27/2023 12:49:02 PM,01/26/2023 05:20:22 PM,01/27/2023 12:49:02 PM,01/27/2023 12:49:02 PM,"1190 AIRPORT BLVD, AUSTIN, TX 78702",1190,AIRPORT,AUSTIN,78702,TRAVIS,3127440.51835333,10073640.51247010,30.27515467,-97.70101833,"(30.27515467, -97.70101833)",1,586N,ML23
23-00076168,Coyote Complaints,Phone,Closed,02/13/2023 11:52:45 AM,02/09/2023 09:35:47 AM,02/13/2023 11:52:45 AM,02/13/2023 11:52:45 AM,"3013 E 3RD ST, AUSTIN, TX 78702",3013,3RD,AUSTIN,78702,TRAVIS,3125117.72845771,10065707.17201760,30.25349821,-97.70896749,"(30.25349821, -97.70896749)",3,615H,MK21
19-00380390,Coyote Complaints,Phone,Closed,10/04/2019 11:34:57 AM,10/03/2019 05:43:25 PM,10/04/2019 11:34:57 AM,10/04/2019 11:34:57 AM,"8003 S IH 35 SVRD NB, AUSTIN, TX 78744",8003,IH 35 SVRD,AUSTIN,78744,TRAVIS,3103663.71775997,10037105.11703650,30.17624888,-97.77897834,"(30.17624888, -97.77897834)",2,674K,MG14
23-00178618,Coyote Complaints,Phone,Closed,04/03/2023 09:36:35 AM,04/01/2023 08:42:35 AM,04/03/2023 09:36:35 AM,04/03/2023 09:36:35 AM,"11409 RUSTIC ROCK DR, AUSTIN, TX 78750",11409,RUSTIC ROCK,AUSTIN,78750,TRAVIS,3100884.93803084,10130092.86535890,30.43203548,-97.78101868,"(30.43203548, -97.78101868)",6,464B,MG36
23-00179017,Coyote Complaints,Phone,Closed,04/03/2023 02:50:51 PM,04/01/2023 01:36:19 PM,04/03/2023 02:50:51 PM,04/03/2023 02:50:51 PM,"1802 CINNAMON PATH, AUSTIN, TX 78704",1802,CINNAMON,AUSTIN,78704,TRAVIS,3103910.25079715,10061152.00220920,30.24233464,-97.77644934,"(30.24233464, -97.77644934)",5,614P,MG20
23-00026904,Coyote Complaints,Phone,Closed,01/30/2023 03:09:17 PM,01/20/2023 11:42:32 AM,01/30/2023 03:09:17 PM,01/30/2023 03:09:17 PM,"1901 ONION CREEK PKWY, AUSTIN, TX 78748",1901,ONION CREEK,AUSTIN,78748,TRAVIS,3097240.82236522,10022889.15071050,30.13757517,-97.80032363,"(30.13757517, -97.80032363)",5,703R,MF11
